"Município";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";" Total"
"310840 BOTELHOS";"0";"0";"60,51";"93,17";"69,67";"72,65";"8,13";"104,14";"106,49";"130,52";"105,56";"115,24";"152,85";"125,20";"149,59";"122,76";"203,39";"125,20";"102,14";"142,40";"109,60";"117,07";"86,49";"91,18";"86,91"
"310850 BOTUMIRIM";"0";"0";"28,38";"27,59";"66,46";"62,42";"51,28";"148,60";"100,00";"118,89";"160,76";"117,20";"134,78";"156,52";"165,22";"168,12";"129,87";"101,32";"98,72";"80,60";"85,07";"120,00";"116,07";"62,75";"82,35"
"310855 BRASILANDIA DE MINAS";"0";"0";"69,70";"67,68";"59,54";"55,51";"24,06";"150,50";"97,97";"91,86";"131,28";"93,95";"98,25";"110,53";"76,32";"115,79";"99,22";"104,91";"69,74";"83,83";"77,45";"60,00";"80,37";"68,66";"75,72"
"310860 BRASILIA DE MINAS";"0";"0";"36,46";"67,82";"105,23";"86,13";"5,94";"111,85";"182,51";"108,66";"123,14";"79,23";"109,52";"94,84";"86,51";"96,43";"126,54";"117,75";"105,69";"71,11";"71,52";"83,82";"100,22";"63,92";"82,24"
"310870 BRAS PIRES";"0";"0";"22,50";"62,82";"47,95";"113,89";"23,94";"124,53";"92,19";"105,66";"100,00";"109,52";"105,13";"107,69";"107,69";"130,77";"105,00";"81,82";"122,58";"100,00";"67,39";"67,35";"108,82";"112,90";"74,63"
"310880 BRAUNAS";"0";"0";"46,53";"24,24";"40,00";"68,54";"14,94";"114,29";"141,07";"105,17";"94,74";"80,36";"105,17";"62,07";"77,59";"81,03";"94,34";"115,38";"45,83";"111,90";"197,62";"108,51";"145,95";"114,71";"69,52"
"310890 BRAZOPOLIS";"0";"0";"88,52";"67,65";"83,73";"40,55";"11,33";"91,89";"121,76";"92,53";"97,24";"126,21";"110,26";"82,05";"105,13";"94,87";"99,34";"118,88";"85,80";"93,04";"97,47";"104,40";"73,21";"91,56";"75,87"
"310900 BRUMADINHO";"0";"0";"22,68";"35,91";"56,40";"77,84";"17,74";"97,13";"103,49";"107,90";"104,79";"92,02";"88,19";"101,01";"107,54";"109,80";"85,71";"97,53";"112,18";"94,02";"66,39";"57,89";"47,95";"64,18";"69,99"
"310910 BUENO BRANDAO";"0";"0";"48,00";"3,00";"70,48";"84,94";"46,71";"109,63";"123,77";"108,82";"129,63";"118,05";"147,31";"135,48";"112,90";"90,32";"96,59";"111,69";"68,42";"126,47";"135,29";"96,55";"107,69";"85,54";"77,63"
"310920 BUENOPOLIS";"0";"37,64";"38,42";"2,82";"49,15";"75,84";"74,16";"104,92";"127,61";"117,36";"123,89";"110,74";"125,51";"127,55";"112,24";"120,41";"130,84";"101,68";"115,32";"87,12";"65,91";"108,00";"78,76";"84,62";"81,08"
"310925 BUGRE";"0";"0";"84,62";"15,62";"73,85";"92,31";"34,38";"130,61";"100,00";"117,54";"122,00";"90,91";"109,09";"98,18";"100,00";"107,27";"104,00";"77,78";"88,46";"114,58";"87,50";"96,08";"125,53";"102,33";"83,01"
"310930 BURITIS";"0";"4,29";"110,82";"103,89";"71,71";"89,54";"41,25";"76,24";"70,39";"92,77";"113,42";"115,43";"106,72";"112,14";"97,42";"77,52";"94,49";"86,44";"108,51";"88,12";"76,52";"90,94";"69,33";"56,98";"80,21"
"310940 BURITIZEIRO";"0";"77,17";"38,89";"64,79";"79,86";"100,35";"7,58";"115,36";"104,64";"111,17";"118,18";"150,47";"116,67";"94,96";"73,25";"95,39";"90,36";"104,73";"120,34";"101,88";"104,02";"89,74";"82,48";"74,71";"85,55"
"310945 CABECEIRA GRANDE";"0";"41,59";"36,84";"69,83";"81,95";"48,36";"8,87";"85,48";"135,06";"110,23";"145,45";"147,69";"140,00";"135,38";"169,23";"156,92";"105,43";"131,25";"85,54";"101,64";"109,84";"151,85";"113,51";"70,59";"88,65"
"310950 CABO VERDE";"0";"0";"52,08";"92,92";"65,77";"67,42";"7,12";"92,78";"104,44";"94,85";"109,44";"103,64";"101,80";"106,59";"102,99";"88,02";"104,40";"109,15";"66,88";"105,22";"120,00";"113,14";"84,76";"64,67";"75,69"
"310960 CACHOEIRA DA PRATA";"0";"0";"1,82";"30,36";"82,69";"53,85";"43,40";"88,24";"165,52";"78,72";"94,74";"74,42";"89,36";"72,34";"82,98";"74,47";"170,59";"141,94";"115,22";"56,52";"86,96";"117,65";"105,13";"100,00";"73,48"
"310970 CACHOEIRA DE MINAS";"0";"0";"56,91";"42,11";"30,57";"40,51";"11,68";"52,90";"129,46";"75,86";"113,45";"127,66";"88,03";"82,05";"89,74";"94,87";"123,81";"118,58";"93,10";"98,29";"111,97";"91,06";"101,75";"77,14";"68,79"
"310980 CACHOEIRA DOURADA";"0";"57,58";"24,24";"181,82";"79,41";"70,59";"11,76";"83,78";"97,37";"93,94";"150,00";"79,41";"92,11";"100,00";"76,32";"100,00";"107,41";"87,50";"81,25";"134,62";"103,85";"70,83";"83,33";"59,09";"83,70"
"310990 CAETANOPOLIS";"0";"5,59";"6,17";"68,29";"76,07";"88,98";"21,67";"71,17";"80,92";"111,82";"86,55";"87,90";"101,00";"98,00";"126,00";"122,00";"107,41";"112,04";"117,89";"95,35";"84,50";"126,42";"100,00";"101,83";"78,03"
"311000 CAETE";"0";"0";"40,03";"17,73";"55,89";"64,45";"16,46";"86,46";"99,80";"123,47";"93,74";"113,27";"195,69";"172,55";"180,39";"185,10";"118,42";"86,43";"78,26";"87,69";"51,15";"85,46";"83,30";"74,56";"76,20"
"311010 CAIANA";"0";"0";"72,53";"21,35";"55,41";"64,86";"0";"82,54";"130,36";"100,00";"81,25";"93,85";"101,52";"84,85";"98,48";"71,21";"136,36";"68,25";"130,61";"94,37";"73,24";"105,08";"95,24";"103,45";"71,68"
"311020 CAJURI";"0";"0";"52,56";"0";"66,23";"29,49";"18,99";"93,02";"144,12";"106,38";"98,00";"106,90";"100,00";"100,00";"93,48";"104,35";"97,96";"69,23";"97,73";"102,78";"219,44";"119,51";"108,57";"131,25";"72,80"
"311030 CALDAS";"0";"0";"58,18";"29,52";"84,52";"89,29";"8,28";"67,32";"73,53";"103,60";"337,78";"109,93";"125,49";"115,69";"130,39";"125,49";"106,45";"155,20";"100,00";"118,97";"97,41";"100,83";"98,21";"98,06";"84,48"
"311040 CAMACHO";"0";"0";"97,96";"77,08";"59,72";"55,56";"21,13";"81,25";"95,12";"165,38";"96,15";"112,50";"104,17";"145,83";"125,00";"129,17";"92,00";"114,29";"110,00";"76,47";"85,29";"110,34";"148,00";"130,43";"79,71"
"311050 CAMANDUCAIA";"0";"0";"60,60";"30,45";"39,15";"78,61";"13,11";"69,36";"93,01";"119,13";"102,08";"108,02";"99,61";"84,31";"93,33";"98,82";"116,00";"133,08";"72,62";"89,10";"63,53";"85,06";"76,79";"35,41";"69,37"
"311060 CAMBUI";"0";"9,71";"74,02";"38,90";"63,82";"84,39";"20,40";"84,51";"86,27";"82,49";"96,76";"145,76";"101,42";"73,31";"75,09";"73,67";"92,36";"83,89";"79,36";"47,75";"88,89";"100,31";"77,50";"51,82";"69,51"
"311070 CAMBUQUIRA";"0";"0";"68,87";"92,06";"59,90";"88,67";"12,68";"88,37";"84,62";"134,33";"100,65";"108,84";"97,04";"98,52";"94,81";"101,48";"89,73";"103,57";"99,30";"91,28";"85,91";"84,47";"87,41";"86,29";"77,43"
"311080 CAMPANARIO";"0";"0";"169,51";"0";"65,57";"60,66";"11,48";"77,33";"117,91";"228,57";"120,93";"108,16";"90,91";"118,18";"140,91";"106,82";"108,16";"78,57";"150,00";"140,00";"132,50";"120,93";"122,22";"58,54";"87,09"
"311090 CAMPANHA";"0";"0";"40,06";"65,43";"76,61";"83,67";"7,87";"99,09";"85,90";"110,00";"117,24";"101,11";"88,73";"86,76";"88,73";"91,67";"113,37";"72,41";"97,04";"108,43";"100,00";"103,37";"83,94";"67,23";"73,59"
"311100 CAMPESTRE";"0";"0";"62,25";"63,71";"99,70";"76,68";"14,12";"93,06";"94,37";"98,30";"93,17";"105,19";"100,45";"85,97";"79,64";"81,90";"140,76";"82,53";"77,16";"105,46";"116,94";"85,71";"96,09";"85,98";"75,91"
"311110 CAMPINA VERDE";"0";"72,89";"61,85";"73,68";"92,17";"97,16";"16,07";"118,34";"103,07";"120,28";"101,38";"84,36";"104,04";"108,07";"111,21";"86,55";"97,24";"71,28";"80,40";"73,74";"82,83";"93,82";"91,93";"86,49";"82,84"
"311115 CAMPO AZUL";"0";"0";"30,51";"115,52";"144,12";"86,76";"16,18";"202,50";"225,00";"230,43";"146,67";"67,21";"251,16";"190,70";"206,98";"167,44";"155,32";"139,53";"89,80";"104,35";"104,35";"137,21";"87,72";"136,54";"117,79"
"311120 CAMPO BELO";"0";"0";"1,21";"80,80";"139,66";"81,60";"28,78";"99,57";"92,66";"87,41";"85,42";"101,20";"102,22";"90,96";"96,15";"82,96";"89,05";"65,40";"74,24";"90,26";"92,99";"100,18";"87,68";"67,03";"75,63"
"311130 CAMPO DO MEIO";"0";"184,96";"52,86";"11,89";"114,93";"64,36";"33,00";"92,55";"118,63";"131,30";"124,00";"143,48";"116,24";"124,79";"112,82";"149,57";"143,65";"172,36";"93,60";"94,40";"76,00";"145,22";"90,34";"63,16";"95,37"
"311140 CAMPO FLORIDO";"0";"58,95";"33,33";"79,38";"96,03";"33,59";"17,69";"116,67";"154,76";"135,53";"134,09";"123,33";"146,15";"130,77";"162,82";"143,59";"173,61";"187,00";"129,59";"124,11";"85,71";"70,43";"117,20";"72,94";"100,22"
"311150 CAMPOS ALTOS";"0";"112,71";"139,92";"90,42";"107,88";"65,16";"18,62";"78,89";"98,00";"97,27";"90,32";"79,91";"99,43";"100,57";"116,00";"101,71";"116,33";"64,00";"88,32";"106,97";"104,48";"93,58";"102,16";"87,65";"88,71"
"311160 CAMPOS GERAIS";"0";"0";"78,80";"17,04";"79,92";"81,84";"29,01";"84,93";"97,86";"123,14";"90,08";"101,38";"96,28";"91,69";"96,28";"83,09";"92,40";"86,52";"98,78";"72,31";"70,15";"87,63";"86,51";"88,30";"71,71"
"311170 CANAA";"0";"0";"39,19";"0";"65,79";"14,67";"28,38";"9,38";"108,33";"115,52";"110,20";"88,33";"96,88";"78,12";"85,94";"98,44";"116,67";"109,80";"68,18";"120,41";"100,00";"127,91";"132,65";"106,67";"69,42"
"311180 CANAPOLIS";"0";"57,59";"85,03";"122,95";"100,64";"96,62";"8,57";"78,95";"104,96";"114,07";"78,88";"115,83";"90,32";"103,23";"92,90";"85,16";"110,29";"85,11";"96,21";"100,00";"99,17";"90,76";"77,78";"75,81";"84,90"
"311190 CANA VERDE";"0";"0";"17,17";"0";"124,14";"73,56";"36,78";"61,45";"60,00";"131,58";"87,50";"107,02";"93,22";"77,97";"115,25";"96,61";"119,64";"78,12";"61,02";"96,43";"83,93";"111,36";"86,67";"87,27";"67,70"
"311200 CANDEIAS";"0";"50,68";"95,52";"86,67";"92,86";"67,76";"47,83";"88,49";"139,66";"127,45";"126,17";"158,95";"124,55";"124,55";"117,27";"125,45";"117,83";"93,88";"96,35";"86,71";"95,80";"113,60";"156,41";"71,03";"92,62"
"311205 CANTAGALO";"0";"0";"97,73";"0";"30,00";"34,29";"11,27";"168,42";"265,38";"107,23";"125,00";"140,00";"186,67";"181,67";"151,67";"145,00";"135,29";"75,00";"140,54";"93,88";"106,12";"107,55";"83,33";"61,82";"93,92"
"311210 CAPARAO";"0";"0";"53,51";"38,26";"40,83";"41,80";"26,83";"54,05";"115,19";"115,79";"84,75";"98,46";"113,04";"89,86";"84,06";"117,39";"148,39";"98,57";"89,66";"77,33";"73,33";"94,44";"87,95";"86,84";"68,50"
"311220 CAPELA NOVA";"0";"0";"0";"0";"62,92";"89,77";"10,23";"82,09";"98,65";"112,28";"111,32";"151,43";"79,07";"116,28";"104,65";"83,72";"130,95";"140,54";"97,37";"122,86";"114,29";"102,38";"85,00";"86,49";"72,17"
"311230 CAPELINHA";"0";"0";"0";"20,38";"39,89";"77,55";"95,11";"88,45";"102,43";"91,56";"85,17";"99,52";"103,37";"100,00";"95,67";"83,31";"75,00";"65,91";"87,33";"90,74";"81,85";"86,61";"86,13";"73,06";"70,80"
"311240 CAPETINGA";"0";"50,00";"34,21";"26,32";"67,20";"71,20";"15,87";"92,94";"123,75";"109,76";"97,73";"140,26";"150,00";"105,56";"100,00";"123,61";"106,67";"163,38";"84,81";"140,00";"95,00";"94,29";"119,67";"110,71";"80,71"
"311250 CAPIM BRANCO";"0";"0";"4,38";"72,14";"50,66";"87,01";"59,87";"129,00";"66,67";"103,16";"116,85";"91,23";"121,00";"93,00";"111,00";"109,00";"104,20";"92,52";"81,58";"114,66";"111,21";"109,30";"91,06";"94,69";"80,41"
"311260 CAPINOPOLIS";"0";"33,58";"50,18";"65,93";"126,24";"140,10";"26,87";"86,52";"103,42";"105,65";"89,82";"101,91";"121,69";"124,34";"106,35";"86,77";"85,33";"78,79";"90,00";"90,78";"111,35";"96,00";"93,41";"81,05";"84,13"
"311265 CAPITAO ANDRADE";"0";"0";"174,55";"29,63";"21,54";"84,38";"9,38";"71,21";"81,48";"145,45";"112,50";"103,85";"137,88";"122,73";"115,15";"95,45";"88,73";"108,77";"116,07";"84,72";"90,28";"91,38";"72,06";"66,13";"85,34"
"311270 CAPITAO ENEAS";"0";"0";"41,84";"36,34";"164,48";"109,56";"8,78";"104,55";"135,87";"120,00";"128,18";"141,05";"134,67";"93,97";"120,60";"99,50";"94,90";"108,57";"85,79";"18,88";"47,96";"118,45";"115,59";"36,26";"79,83"
"311280 CAPITOLIO";"0";"53,42";"51,01";"40,13";"101,74";"115,52";"8,55";"91,11";"123,16";"146,38";"104,82";"111,70";"157,58";"107,58";"131,82";"109,09";"145,45";"129,23";"101,18";"122,22";"133,33";"108,16";"92,08";"115,05";"90,62"
"311290 CAPUTIRA";"0";"0";"59,90";"18,63";"78,02";"73,77";"0";"15,17";"107,80";"99,28";"100,85";"99,23";"87,16";"94,59";"93,92";"75,68";"108,77";"79,82";"90,43";"101,68";"89,08";"78,10";"73,60";"67,83";"65,31"
"311300 CARAI";"0";"0";"48,71";"0";"23,93";"40,82";"15,88";"51,02";"65,38";"82,45";"85,75";"85,46";"79,42";"69,66";"68,34";"56,46";"67,10";"64,91";"70,96";"76,69";"54,89";"82,56";"87,32";"67,59";"52,55"
"311310 CARANAIBA";"0";"0";"1,37";"0";"79,63";"79,63";"22,22";"14,04";"108,89";"89,13";"100,00";"96,77";"94,59";"81,08";"100,00";"110,81";"81,58";"110,00";"182,61";"156,00";"436,00";"195,45";"100,00";"26,09";"71,64"
"311320 CARANDAI";"0";"0";"0";"0";"42,34";"95,87";"14,44";"80,78";"147,60";"116,26";"89,00";"106,05";"110,61";"90,15";"120,08";"112,88";"126,80";"250,45";"90,68";"113,67";"101,80";"97,69";"95,00";"76,00";"80,36"
"311330 CARANGOLA";"0";"0";"53,28";"21,27";"65,74";"64,59";"8,43";"64,71";"81,14";"95,21";"79,82";"79,85";"71,39";"69,03";"82,51";"82,27";"90,39";"109,43";"88,81";"57,51";"69,05";"84,17";"89,88";"58,16";"62,41"
"311340 CARATINGA";"0";"0";"75,28";"3,06";"53,56";"67,89";"9,35";"76,07";"144,20";"105,71";"114,49";"103,91";"103,53";"96,99";"108,95";"101,64";"88,01";"89,24";"106,18";"119,18";"94,69";"72,67";"85,63";"63,77";"74,93"
"311350 CARBONITA";"0";"0";"0";"38,84";"64,29";"71,79";"64,97";"85,00";"112,21";"131,54";"93,57";"122,43";"133,33";"101,15";"131,03";"149,43";"132,95";"106,06";"108,51";"117,11";"122,37";"106,12";"90,00";"108,43";"76,83"
"311360 CAREACU";"0";"0";"49,02";"18,63";"87,76";"113,27";"27,27";"103,45";"120,99";"146,88";"161,11";"127,16";"101,20";"92,77";"96,39";"63,86";"143,10";"118,42";"58,25";"82,05";"87,18";"108,45";"139,71";"103,23";"83,25"
"311370 CARLOS CHAGAS";"0";"0";"68,94";"0";"80,06";"60,77";"18,69";"89,22";"83,65";"91,00";"96,23";"68,00";"105,95";"76,59";"86,51";"76,98";"75,39";"69,07";"96,88";"99,19";"81,38";"87,22";"98,12";"99,49";"65,13"
"311380 CARMESIA";"0";"0";"0";"64,10";"95,45";"88,64";"170,45";"84,85";"121,62";"100,00";"112,82";"92,31";"110,81";"91,89";"100,00";"116,22";"121,95";"120,59";"155,56";"119,44";"97,22";"92,11";"100,00";"92,86";"92,95"
"311390 CARMO DA CACHOEIRA";"0";"0";"67,74";"57,20";"88,11";"51,82";"9,24";"91,92";"105,95";"103,30";"84,97";"189,80";"134,09";"120,45";"109,09";"112,12";"105,52";"90,60";"103,01";"132,46";"103,51";"145,38";"123,13";"127,64";"82,21"
"311400 CARMO DA MATA";"0";"0";"76,24";"53,47";"134,21";"85,62";"55,56";"88,51";"106,45";"76,69";"171,23";"122,02";"144,68";"100,00";"141,49";"139,36";"115,00";"159,14";"135,87";"106,80";"88,35";"108,33";"100,00";"80,23";"88,60"
"311410 CARMO DE MINAS";"0";"0";"9,84";"49,81";"61,98";"58,11";"5,97";"75,38";"99,54";"107,41";"96,26";"82,98";"107,78";"94,01";"108,98";"83,23";"64,50";"116,41";"73,25";"90,85";"105,23";"97,42";"95,54";"93,75";"67,59"
"311420 CARMO DO CAJURU";"0";"0";"45,30";"28,57";"104,49";"54,29";"8,20";"93,36";"79,72";"114,29";"110,84";"108,92";"85,39";"83,15";"94,01";"93,26";"99,61";"99,62";"105,97";"88,89";"68,10";"87,70";"95,80";"68,33";"71,28"
"311430 CARMO DO PARANAIBA";"0";"56,10";"32,94";"66,60";"94,55";"38,15";"5,58";"90,46";"103,87";"103,08";"95,41";"88,27";"107,74";"116,77";"103,23";"106,13";"105,17";"122,95";"95,39";"68,48";"81,38";"81,97";"85,42";"56,05";"74,94"
"311440 CARMO DO RIO CLARO";"0";"44,35";"44,53";"84,70";"82,27";"48,34";"9,51";"72,93";"92,12";"90,39";"99,55";"97,50";"77,82";"73,39";"69,76";"69,35";"117,33";"76,29";"83,00";"90,00";"85,45";"84,46";"97,45";"73,33";"69,17"
"311450 CARMOPOLIS DE MINAS";"0";"0";"41,05";"56,25";"83,96";"60,37";"36,53";"42,59";"111,40";"103,96";"103,43";"94,85";"97,89";"101,05";"105,79";"87,89";"132,04";"81,82";"96,41";"104,65";"114,88";"139,15";"87,29";"84,72";"77,46"
"311455 CARNEIRINHO";"0";"145,89";"48,25";"112,86";"69,23";"62,68";"19,86";"101,11";"130,39";"123,33";"124,14";"106,52";"82,18";"108,91";"103,96";"88,12";"96,33";"108,33";"131,91";"89,74";"94,02";"104,90";"114,42";"73,68";"89,91"
"311460 CARRANCAS";"0";"0";"27,63";"22,97";"53,85";"50,98";"8,00";"67,21";"152,50";"58,93";"129,82";"90,57";"100,00";"81,25";"89,58";"87,50";"105,41";"127,78";"87,50";"82,22";"97,78";"128,26";"57,14";"77,59";"67,36"
"311470 CARVALHOPOLIS";"0";"0";"47,62";"68,75";"60,78";"53,85";"7,55";"94,59";"175,00";"79,59";"166,67";"70,00";"109,76";"95,12";"102,44";"90,24";"117,50";"173,53";"93,62";"85,42";"83,33";"84,62";"138,24";"116,13";"79,56"
"311480 CARVALHOS";"0";"0";"60,61";"84,85";"50,00";"66,28";"20,93";"151,43";"89,36";"126,32";"123,68";"100,00";"104,35";"82,61";"91,30";"108,70";"132,61";"102,22";"75,00";"113,89";"111,11";"107,50";"72,00";"80,43";"76,99"
"311490 CASA GRANDE";"0";"0";"0";"0";"50,00";"44,19";"18,60";"57,58";"65,22";"125,00";"53,33";"116,67";"50,00";"71,43";"67,86";"39,29";"117,65";"152,94";"126,32";"119,05";"138,10";"75,00";"110,00";"116,67";"58,73"
"311500 CASCALHO RICO";"0";"150,00";"54,84";"86,67";"52,17";"67,39";"54,35";"160,00";"187,10";"115,62";"93,75";"124,24";"128,00";"124,00";"104,00";"104,00";"161,11";"147,83";"130,77";"171,43";"137,14";"126,47";"128,12";"79,31";"107,49"
"311510 CASSIA";"0,32";"67,80";"23,56";"1,77";"88,36";"78,98";"9,40";"80,56";"95,55";"100,92";"109,38";"93,59";"117,32";"101,30";"85,28";"88,31";"101,49";"101,74";"85,71";"101,39";"91,67";"81,66";"94,34";"81,96";"73,90"
"311520 CONCEICAO DA BARRA DE MINAS";"0";"0";"55,07";"20,00";"52,86";"47,14";"0";"70,83";"131,11";"84,62";"100,00";"121,43";"90,24";"90,24";"126,83";"102,44";"92,86";"100,00";"100,00";"100,00";"80,65";"159,09";"100,00";"107,41";"68,54"
"311530 CATAGUASES";"0";"0";"48,40";"50,72";"84,13";"69,88";"4,27";"74,77";"83,64";"92,32";"107,58";"89,97";"98,28";"74,24";"81,37";"94,06";"114,29";"125,24";"105,94";"76,36";"87,15";"86,38";"82,69";"68,56";"71,58"
"311535 CATAS ALTAS";"0";"0";"29,41";"39,81";"91,76";"56,98";"37,93";"113,85";"147,92";"106,15";"109,80";"65,71";"140,00";"127,27";"150,91";"94,55";"134,62";"100,00";"96,97";"79,69";"92,19";"124,00";"119,35";"129,82";"81,12"
"311540 CATAS ALTAS DA NORUEGA";"0";"0";"0";"0";"16,67";"84,31";"39,22";"40,74";"76,67";"92,98";"130,23";"97,62";"130,56";"100,00";"136,11";"127,78";"47,37";"167,65";"177,78";"105,56";"97,22";"69,70";"114,81";"68,00";"71,50"
"311545 CATUJI";"0";"0";"95,97";"1,64";"48,78";"54,27";"23,64";"95,07";"132,31";"106,62";"102,11";"105,48";"107,53";"112,33";"104,11";"102,74";"90,38";"109,17";"104,58";"93,38";"103,97";"95,31";"105,76";"34,65";"80,61"
"311547 CATUTI";"0";"80,39";"47,52";"14,00";"84,68";"97,27";"29,36";"148,05";"151,28";"124,64";"119,12";"94,74";"135,00";"108,33";"108,33";"136,67";"88,89";"95,89";"77,27";"106,25";"131,25";"109,43";"69,12";"67,74";"86,53"
"311550 CAXAMBU";"0";"0";"75,20";"30,79";"79,13";"80,52";"6,82";"95,03";"104,00";"116,28";"113,06";"101,28";"96,02";"88,45";"98,41";"97,61";"98,51";"95,28";"92,92";"101,56";"76,95";"88,26";"80,43";"78,20";"74,79"
"311560 CEDRO DO ABAETE";"0";"0";"50,00";"22,73";"147,83";"100,00";"100,00";"200,00";"210,00";"146,15";"191,67";"135,71";"158,33";"91,67";"58,33";"158,33";"106,25";"57,14";"75,00";"187,50";"112,50";"60,00";"83,33";"50,00";"94,51"
"311570 CENTRAL DE MINAS";"0";"0";"42,22";"100,00";"86,73";"70,41";"16,33";"66,67";"126,79";"54,26";"95,83";"92,63";"92,71";"82,29";"84,38";"96,88";"91,75";"168,09";"124,39";"88,33";"98,33";"140,00";"132,91";"63,89";"80,16"
"311580 CENTRALINA";"0";"52,63";"38,73";"158,00";"139,23";"116,67";"22,31";"99,14";"125,98";"121,19";"150,53";"174,71";"191,53";"130,51";"154,24";"181,36";"174,29";"78,89";"123,17";"86,21";"94,83";"83,96";"92,16";"59,57";"98,01"
"311590 CHACARA";"0";"0";"36,36";"3,25";"65,00";"97,44";"70,27";"209,09";"150,00";"142,86";"75,86";"119,35";"333,33";"286,67";"320,00";"420,00";"116,67";"100,00";"87,50";"76,19";"95,24";"85,19";"43,59";"25,00";"66,90"
"311600 CHALE";"0";"0";"56,99";"26,37";"34,78";"88,04";"16,13";"98,68";"135,59";"105,00";"143,55";"162,50";"164,71";"178,43";"207,84";"190,20";"110,00";"131,08";"112,12";"103,70";"76,54";"117,19";"102,53";"97,22";"91,49"
"311610 CHAPADA DO NORTE";"0";"0";"0";"52,41";"76,95";"82,88";"51,81";"52,61";"108,70";"64,59";"131,82";"98,06";"127,33";"126,00";"130,00";"94,00";"90,13";"85,52";"131,78";"78,26";"68,84";"101,96";"104,67";"80,61";"68,50"
"311615 CHAPADA GAUCHA";"0";"135,88";"49,25";"43,07";"69,78";"90,48";"7,18";"76,32";"128,65";"157,86";"117,34";"119,39";"100,00";"102,40";"104,79";"112,57";"131,68";"146,74";"97,85";"102,53";"92,93";"127,75";"108,99";"101,84";"97,67"
"311620 CHIADOR";"0";"0";"48,94";"116,67";"37,21";"86,05";"32,56";"188,89";"93,55";"96,67";"78,79";"56,10";"112,12";"96,97";"112,12";"72,73";"180,00";"111,11";"63,16";"46,67";"73,33";"96,30";"104,17";"9,09";"74,75"
"311630 CIPOTANEA";"0";"0";"0";"36,04";"40,50";"80,99";"6,56";"72,73";"97,92";"136,23";"79,75";"110,00";"105,08";"101,69";"118,64";"110,17";"115,79";"71,64";"82,35";"114,04";"82,46";"87,04";"105,88";"110,64";"66,99"
"311640 CLARAVAL";"0";"45,88";"22,09";"15,91";"56,52";"88,57";"23,94";"86,96";"146,81";"178,05";"114,29";"275,00";"209,52";"233,33";"195,24";"152,38";"500,00";"205,00";"375,00";"378,57";"300,00";"233,33";"290,91";"430,00";"106,99"
"311650 CLARO DOS POCOES";"0";"75,57";"33,33";"41,27";"98,28";"86,21";"5,17";"100,93";"114,71";"127,27";"130,49";"128,00";"115,66";"112,05";"102,41";"126,51";"85,54";"108,22";"127,78";"114,63";"91,46";"84,81";"105,19";"67,61";"85,36"
"311660 CLAUDIO";"0";"0";"71,80";"77,28";"94,04";"75,79";"55,77";"85,38";"107,73";"105,01";"99,48";"93,28";"97,97";"79,13";"93,04";"81,45";"146,57";"115,04";"84,51";"73,59";"89,91";"85,87";"101,91";"91,07";"81,54"
"311670 COIMBRA";"0";"0";"7,53";"380,00";"100,93";"74,77";"58,04";"145,33";"125,30";"266,67";"100,00";"107,14";"91,57";"120,48";"93,98";"108,43";"138,67";"64,00";"64,10";"53,75";"97,50";"114,47";"81,33";"69,57";"98,44"
"311680 COLUNA";"0";"0";"0";"58,03";"34,90";"131,41";"84,13";"37,97";"79,55";"96,34";"106,17";"71,14";"160,74";"89,63";"74,07";"84,44";"57,50";"86,44";"101,83";"75,89";"74,11";"88,14";"83,64";"74,26";"69,04"
"311690 COMENDADOR GOMES";"0";"210,87";"22,22";"34,09";"94,87";"15,38";"21,05";"84,62";"115,38";"109,38";"165,00";"96,43";"97,06";"73,53";"97,06";"97,06";"155,56";"100,00";"166,67";"100,00";"111,54";"104,17";"103,70";"96,00";"88,40"
"311700 COMERCINHO";"0";"0";"0";"16,24";"83,66";"38,25";"27,87";"69,39";"115,73";"119,84";"141,11";"118,75";"316,28";"200,00";"227,91";"188,37";"108,86";"101,30";"86,75";"91,25";"82,50";"92,06";"95,00";"103,64";"63,19"
"311710 CONCEICAO DA APARECIDA";"0";"72,14";"45,71";"66,43";"80,56";"77,93";"10,34";"139,47";"105,84";"135,16";"138,52";"144,80";"112,50";"83,59";"117,97";"85,94";"130,00";"101,74";"116,83";"93,50";"90,24";"105,22";"110,53";"107,62";"92,56"
"311720 CONCEICAO DAS PEDRAS";"0";"0";"24,59";"32,79";"45,65";"53,19";"6,38";"78,95";"32,00";"186,21";"84,38";"113,04";"147,37";"78,95";"157,89";"168,42";"136,36";"167,74";"89,19";"87,50";"34,38";"107,14";"106,45";"92,86";"67,79"
"311730 CONCEICAO DAS ALAGOAS";"0";"124,02";"46,33";"94,56";"90,91";"46,15";"22,96";"117,27";"105,20";"108,58";"97,67";"110,34";"114,20";"121,31";"103,12";"81,82";"127,08";"92,37";"82,68";"78,80";"80,48";"69,04";"73,46";"67,38";"86,50"
"311740 CONCEICAO DE IPANEMA";"0";"0";"60,71";"78,18";"101,35";"65,75";"33,33";"56,18";"97,14";"78,08";"72,97";"87,01";"93,44";"93,44";"121,31";"113,11";"121,43";"205,36";"180,00";"76,36";"50,91";"166,67";"175,76";"76,67";"87,33"
